transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN10320,INV20240,120586,2023-09-28,Redemption,180029,2090.6863,Pending,Delhi
TXN10321,INV20005,120465,2023-05-19,Lumpsum,242848,4950.0204,Pending,Telangana
TXN10322,INV20074,120152,2025-10-23,Redemption,22607,33.2105,Approved,Uttar Pradesh
TXN10323,INV20022,120586,2023-06-11,SIP,103427,1317.8772,Pending,Uttar Pradesh
TXN10324,INV20179,118632,2024-05-03,Lumpsum,114897,1294.7746,Approved,Uttar Pradesh
TXN10325,INV20171,120152,2023-12-26,SIP,184893,352.4739,Pending,Gujarat
TXN10326,INV20134,120465,2024-06-14,Redemption,205766,3137.1551,Pending,Maharashtra
TXN10327,INV20086,118632,2024-07-11,Lumpsum,152165,1567.1603,Pending,Haryana
TXN10328,INV20131,120586,2023-04-24,SIP,67877,914.7844,Pending,Tamil Nadu
TXN10329,INV20190,120465,2023-01-06,SIP,124670,2605.4336,Approved,Karnataka
TXN10330,INV20239,119018,2026-06-02,Lumpsum,110119,94.6817,Pending,Uttar Pradesh
TXN10331,INV20212,119018,2026-03-16,SIP,237438,204.1785,Pending,Telangana
TXN10332,INV20012,118632,2023-05-22,Lumpsum,82447,1299.5957,Pending,Maharashtra
TXN10333,INV20095,119598,2024-08-20,Lumpsum,156108,1572.2588,Pending,Telangana
TXN10335,INV20001,120152,2025-02-09,SIP,63434,103.8069,Approved,Karnataka
TXN10336,INV20183,120586,2023-07-10,Lumpsum,137251,1677.68,Pending,Haryana
TXN10337,INV20250,120152,2023-06-23,Lumpsum,215948,481.5205,Approved,West Bengal
TXN10338,INV20170,119598,2024-04-29,Lumpsum,243756,2737.7056,Pending,Gujarat
TXN10339,INV20116,120586,2024-04-23,Lumpsum,202889,1936.3333,Approved,Delhi
TXN10340,INV20043,118632,2025-08-12,Redemption,94922,951.5647,Pending,Haryana
TXN10341,INV20079,118632,2024-06-26,SIP,180845,1910.8122,Approved,Tamil Nadu
TXN10342,INV20214,120586,2023-10-31,Lumpsum,104873,1243.6025,Approved,Uttar Pradesh
TXN10343,INV20210,119598,2023-05-03,Redemption,145210,2049.3938,Pending,Delhi
TXN10344,INV20206,119598,2023-09-06,SIP,59271,758.0439,Pending,Gujarat
TXN10346,INV20024,120586,2023-09-08,Redemption,243255,2817.4079,Pending,Haryana
TXN10347,INV20008,118632,2025-05-23,Redemption,50060,506.367,Pending,Karnataka
TXN10348,INV20009,120465,2024-05-18,Redemption,145359,2311.6889,Pending,Uttar Pradesh
TXN10349,INV20099,119598,2025-05-08,Lumpsum,211283,2157.5209,Approved,West Bengal
TXN10350,INV20201,120152,2025-05-01,Lumpsum,91186,144.7974,Pending,West Bengal
TXN10352,INV20092,120465,2024-04-21,SIP,64216,1042.4675,Approved,Tamil Nadu
TXN10353,INV20148,118632,2024-12-27,SIP,84362,877.1089,Pending,Punjab
TXN10354,INV20008,120152,2024-12-21,Lumpsum,213441,341.796,Pending,Telangana
TXN10355,INV20080,119598,2025-10-01,SIP,158722,1558.249,Pending,Maharashtra
TXN10356,INV20085,120465,2024-02-17,Redemption,241852,4078.4486,Pending,Maharashtra
TXN10357,INV20006,119598,2026-04-16,SIP,226619,2204.9583,Pending,Gujarat
TXN10358,INV20181,120152,2025-03-21,Redemption,36769,60.7916,Pending,Haryana
TXN10359,INV20167,120586,2023-12-23,Lumpsum,214504,2262.2232,Approved,Uttar Pradesh
TXN10360,INV20033,119598,2023-04-01,SIP,84418,1253.9717,Pending,Punjab
TXN10361,INV20027,118632,2023-10-16,SIP,84759,1165.4679,Pending,Gujarat
TXN10362,INV20115,119018,2024-06-27,Lumpsum,92876,77.8922,Pending,Maharashtra
TXN10363,INV20013,118632,2025-06-16,SIP,130258,1301.5154,Pending,Telangana
TXN10364,INV20097,119018,2025-09-08,SIP,210504,171.6882,Approved,Maharashtra
TXN10365,INV20082,120586,2023-08-03,Redemption,99424,1196.1501,Pending,Telangana
TXN10366,INV20242,119018,2024-11-23,SIP,172346,144.906,Pending,Karnataka
TXN10367,INV20014,119018,2024-11-09,Lumpsum,146257,121.8385,Approved,Uttar Pradesh
TXN10368,INV20077,119598,2023-07-16,Redemption,221162,2850.7973,Approved,Gujarat
TXN10369,INV20001,118632,2023-06-29,Redemption,7746,115.9199,Approved,Delhi
TXN10370,INV20122,119018,2024-09-23,Redemption,174287,133.7998,Pending,Karnataka
TXN10371,INV20095,118632,2025-01-26,Redemption,116275,1271.3375,Pending,Uttar Pradesh
TXN10372,INV20145,119018,2023-11-06,SIP,212859,230.2124,Pending,Telangana
TXN10373,INV20016,118632,2025-06-12,Lumpsum,246461,2463.494,Pending,Haryana
TXN10374,INV20077,119018,2025-03-19,Lumpsum,136480,120.3563,Approved,Delhi
TXN10375,INV20244,118632,2023-12-21,Lumpsum,34078,434.4949,Pending,West Bengal
TXN10376,INV20052,120152,2023-10-30,Redemption,240645,515.0131,Pending,West Bengal
TXN10377,INV20143,118632,2026-02-04,Lumpsum,241428,2319.719,Pending,Delhi
TXN10378,INV20107,119598,2023-10-31,SIP,27474,361.145,Pending,West Bengal
TXN10379,INV20068,118632,2025-09-21,SIP,106637,1021.9078,Pending,Maharashtra
TXN10380,INV20102,120586,2024-05-01,Redemption,236151,2214.2616,Pending,Uttar Pradesh
TXN10381,INV20080,120586,2025-10-03,Lumpsum,195962,1608.6193,Pending,Uttar Pradesh
TXN10382,INV20187,118632,2026-05-23,Lumpsum,240450,2434.9441,Pending,Telangana
TXN10383,INV20223,120586,2023-04-26,SIP,133853,1797.167,Approved,Karnataka
TXN10384,INV20050,119598,2023-04-29,SIP,241656,3418.7879,Pending,Uttar Pradesh
TXN10385,INV20095,118632,2025-10-31,SIP,64422,616.4183,Pending,Karnataka
TXN10386,INV20246,118632,2026-04-16,Redemption,235485,2356.5868,Pending,Uttar Pradesh
TXN10387,INV20008,118632,2023-04-12,Lumpsum,170706,2829.9832,Pending,Uttar Pradesh
TXN10388,INV20167,118632,2025-11-17,SIP,35685,339.4682,Approved,Tamil Nadu
TXN10389,INV20065,120465,2024-09-17,Redemption,224238,3156.0591,Approved,Tamil Nadu
TXN10391,INV20166,120465,2026-06-01,Lumpsum,127284,1948.6222,Approved,Gujarat
TXN10392,INV20221,120586,2024-06-18,Lumpsum,201664,1808.9702,Approved,Punjab
TXN10393,INV20104,120152,2024-10-16,SIP,78490,120.0111,Pending,West Bengal
TXN10394,INV20100,120152,2023-03-14,Redemption,59291,145.1102,Pending,Gujarat
TXN10395,INV20130,120586,2023-12-15,Lumpsum,34539,362.044,Approved,Gujarat
TXN10396,INV20168,119018,2024-03-31,Lumpsum,81500,73.9664,Pending,Gujarat
TXN10397,INV20067,120465,2024-08-25,SIP,228119,3324.3806,Pending,Haryana
TXN10398,INV20228,119598,2025-10-21,Redemption,109293,1038.3847,Approved,Karnataka
TXN10399,INV20052,120586,2025-04-18,SIP,188608,1648.0951,Pending,Haryana
TXN10401,INV20196,119598,2025-09-29,SIP,167064,1649.5928,Pending,Haryana
TXN10402,INV20099,119018,2023-03-19,Redemption,234834,302.4419,Pending,Maharashtra
TXN10403,INV20174,119018,2024-05-24,Redemption,27924,24.3452,Approved,Karnataka
TXN10404,INV20017,119018,2024-09-02,Redemption,157334,124.5712,Pending,Karnataka
TXN10405,INV20088,118632,2025-01-05,SIP,241702,2487.488,Approved,Tamil Nadu
TXN10406,INV20058,120152,2023-09-26,SIP,45298,94.5412,Approved,West Bengal
TXN10407,INV20225,120152,2024-06-07,SIP,172328,286.7536,Approved,Delhi
TXN10408,INV20107,118632,2025-02-17,Lumpsum,184990,2065.3282,Approved,Uttar Pradesh
TXN10409,INV20108,120152,2023-07-26,SIP,236568,499.623,Pending,Uttar Pradesh
TXN10410,INV20030,119018,2025-10-16,Lumpsum,218972,174.4007,Pending,Gujarat
TXN10411,INV20181,118632,2024-08-27,SIP,239644,2423.7141,Pending,Gujarat
TXN10412,INV20061,119018,2023-01-27,SIP,176380,223.8282,Pending,Telangana
TXN10413,INV20020,120152,2023-07-27,Lumpsum,78600,166.7144,Approved,Delhi
TXN10414,INV20209,119598,2023-03-22,Redemption,82974,1241.3713,Pending,Delhi
TXN10415,INV20218,119018,2023-01-20,SIP,235495,291.0026,Approved,Delhi
TXN10416,INV20096,120586,2024-01-10,Redemption,120678,1246.416,Pending,Haryana
TXN10417,INV20205,118632,2023-12-08,SIP,16373,211.9274,Approved,Delhi
TXN10418,INV20107,120465,2025-09-15,SIP,205253,2914.6975,Approved,Karnataka
TXN10419,INV20124,118632,2023-08-20,Redemption,69580,994.9509,Approved,Telangana
TXN10420,INV20197,120152,2026-03-26,Redemption,181418,290.8855,Pending,West Bengal
TXN10421,INV20170,120152,2024-05-24,Redemption,169140,286.5284,Approved,Maharashtra
TXN10422,INV20165,119598,2025-01-11,Redemption,20625,215.7993,Pending,Tamil Nadu
TXN10423,INV20085,120586,2023-04-14,Lumpsum,106716,1426.6845,Pending,Haryana
TXN10424,INV20114,120465,2025-07-06,Redemption,32118,455.3161,Approved,Delhi
TXN10425,INV20104,118632,2023-03-15,SIP,163284,2819.9283,Pending,Haryana
TXN10426,INV20244,120586,2025-01-14,Lumpsum,88024,796.4531,Pending,Gujarat
TXN10428,INV20134,120586,2023-08-06,SIP,216440,2586.5201,Pending,Delhi
TXN10429,INV20066,120465,2024-02-06,SIP,103995,1771.032,Pending,Gujarat
TXN10430,INV20028,118632,2023-04-06,Redemption,155485,2598.6974,Approved,Haryana
TXN10431,INV20002,120465,2023-10-04,Redemption,205755,3922.1311,Approved,Punjab
TXN10432,INV20045,120152,2023-09-20,Redemption,159901,329.6112,Pending,West Bengal
TXN10433,INV20156,120152,2024-05-23,Redemption,78115,132.3082,Approved,Karnataka
TXN10434,INV20106,120465,2025-11-15,Lumpsum,187613,2623.2243,Pending,Tamil Nadu
TXN10435,INV20054,120465,2024-08-18,SIP,171416,2525.2799,Approved,Telangana
TXN10436,INV20139,120152,2024-10-22,Redemption,153779,241.3704,Pending,Telangana
TXN10437,INV20074,118632,2023-01-27,SIP,14910,253.2682,Pending,Uttar Pradesh
TXN10438,INV20193,119598,2024-08-09,SIP,182035,1864.4537,Pending,Telangana
TXN10439,INV20009,120586,2025-07-15,Lumpsum,195619,1607.9155,Pending,Tamil Nadu
TXN10440,INV20131,120152,2024-08-12,Redemption,207598,328.3864,Pending,Telangana
TXN10441,INV20014,119018,2024-05-29,Redemption,239940,211.7186,Pending,Punjab
TXN10442,INV20140,120152,2026-05-20,Lumpsum,47511,74.9572,Pending,Karnataka
TXN10443,INV20247,119598,2025-11-18,Redemption,74167,703.9375,Approved,Karnataka
TXN10444,INV20150,120586,2023-01-12,Redemption,41581,554.3394,Pending,Punjab
TXN10445,INV20014,120152,2026-06-14,Redemption,145221,227.6619,Pending,Telangana
TXN10446,INV20057,119598,2025-12-02,Lumpsum,143365,1347.7409,Pending,Gujarat
TXN10447,INV20057,119598,2024-11-10,Redemption,198304,2003.4856,Pending,Telangana
TXN10448,INV20211,120152,2023-01-19,Redemption,238108,554.7794,Pending,Maharashtra
TXN10449,INV20175,120586,2025-02-20,Redemption,190785,1738.8352,Pending,Telangana
TXN10450,INV20206,120465,2025-01-07,SIP,171794,2576.3947,Pending,Delhi
TXN10451,INV20043,120465,2025-12-28,SIP,166023,2321.6753,Pending,Delhi
TXN10453,INV20046,120586,2026-02-16,Lumpsum,107858,861.2105,Pending,West Bengal
TXN10455,INV20012,120152,2023-05-29,Lumpsum,207278,466.1368,Pending,Uttar Pradesh
TXN10456,INV20196,118632,2025-02-20,SIP,140845,1558.9011,Pending,Telangana
TXN10457,INV20076,120152,2023-10-23,Redemption,3922,8.3529,Approved,Delhi
TXN10458,INV20011,119018,2026-03-18,Lumpsum,23315,19.7196,Pending,Tamil Nadu
TXN10459,INV20106,120152,2025-11-15,SIP,162712,238.2174,Pending,Delhi
TXN10460,INV20047,120152,2026-03-07,Lumpsum,145091,221.2768,Pending,Uttar Pradesh
TXN10461,INV20026,119598,2026-04-04,Redemption,176976,1865.5976,Pending,Uttar Pradesh
TXN10462,INV20159,119018,2024-02-01,Redemption,162570,152.5735,Approved,Punjab
TXN10464,INV20071,120586,2023-10-03,Redemption,95041,1108.6084,Pending,Telangana
TXN10465,INV20028,119598,2026-05-27,Lumpsum,37700,367.8569,Pending,Uttar Pradesh
TXN10466,INV20188,120152,2023-06-06,SIP,166577,372.5263,Pending,Punjab
TXN10467,INV20055,119018,2026-02-03,Lumpsum,142473,112.3016,Approved,Gujarat
TXN10468,INV20101,119598,2026-04-22,SIP,134801,1296.5661,Pending,Telangana
TXN10469,INV20003,120152,2024-05-04,Lumpsum,42739,75.0019,Approved,Haryana
TXN10470,INV20241,120586,2023-03-24,Redemption,70299,978.9584,Approved,Tamil Nadu
TXN10471,INV20133,120586,2025-05-03,Redemption,11460,98.0409,Pending,Delhi
TXN10472,INV20181,120465,2024-07-14,Lumpsum,99739,1480.0267,Pending,Punjab
TXN10473,INV20168,119018,2025-11-24,Redemption,59431,46.9174,Pending,Gujarat
TXN10474,INV20125,118632,2026-05-22,Lumpsum,116316,1177.8871,Pending,Telangana
TXN10475,INV20165,120586,2024-03-09,SIP,158816,1519.6249,Pending,Tamil Nadu
TXN10476,INV20107,120586,2023-08-21,Redemption,155872,1864.4976,Pending,Maharashtra
TXN10477,INV20063,119018,2023-09-19,SIP,11273,11.9318,Approved,Maharashtra
TXN10478,INV20043,120586,2024-04-01,SIP,191834,1820.0569,Approved,Delhi
TXN10479,INV20056,118632,2026-05-27,Redemption,218674,2190.9203,Approved,Punjab
TXN10480,INV20211,119598,2025-11-12,SIP,90829,861.6506,Pending,Tamil Nadu
TXN10481,INV20097,118632,2023-09-28,SIP,226336,3132.7346,Pending,Karnataka
TXN10482,INV20156,119018,2023-12-30,SIP,140311,133.7061,Pending,Delhi
TXN10483,INV20124,120152,2023-09-24,Redemption,98092,204.3873,Pending,Tamil Nadu
TXN10484,INV20241,118632,2025-02-19,SIP,67720,752.1068,Pending,Delhi
TXN10485,INV20073,120465,2026-01-18,Lumpsum,186899,2641.682,Approved,Punjab
TXN10486,INV20134,119018,2025-11-30,Redemption,181293,141.4097,Pending,Gujarat
TXN10487,INV20028,119598,2025-05-22,Lumpsum,112034,1116.8777,Approved,West Bengal
TXN10488,INV20194,119598,2025-04-26,SIP,146466,1506.3265,Approved,Punjab
TXN10489,INV20089,120152,2025-03-26,SIP,118072,194.6623,Approved,Delhi
TXN10490,INV20055,120465,2025-03-31,Lumpsum,180454,2748.3095,Approved,West Bengal
TXN10491,INV20247,120152,2023-01-11,SIP,158350,371.7398,Pending,Uttar Pradesh
TXN10492,INV20057,120586,2023-06-13,Redemption,106026,1339.3886,Approved,Punjab
TXN10493,INV20015,119598,2025-09-10,SIP,173198,1683.8816,Approved,Tamil Nadu
TXN10494,INV20009,120465,2025-11-11,SIP,95303,1338.3373,Approved,Karnataka
TXN10495,INV20023,120586,2025-03-29,Redemption,53510,474.2533,Pending,Delhi
TXN10496,INV20141,120586,2026-02-19,Redemption,73484,591.1351,Pending,Haryana
TXN10497,INV20239,118632,2026-03-23,Lumpsum,133707,1450.935,Pending,Telangana
TXN10498,INV20076,120586,2023-08-28,Lumpsum,151704,1812.6897,Pending,West Bengal
TXN10499,INV20145,118632,2024-05-13,Redemption,236018,2707.4357,Approved,Haryana
TXN10500,INV20030,120586,2023-05-19,Lumpsum,61274,802.3308,Pending,Gujarat
TXN10501,INV20133,120465,2023-01-20,Lumpsum,105577,2206.4159,Pending,Delhi
TXN10502,INV20142,119598,2025-09-02,Redemption,151395,1493.0841,Pending,Haryana
TXN10503,INV20189,119598,2024-04-25,Lumpsum,54154,609.5986,Pending,Karnataka
TXN10504,INV20200,119018,2023-09-03,Redemption,201342,221.6608,Approved,Haryana
TXN10505,INV20096,120465,2024-07-10,Lumpsum,201346,2998.8978,Approved,West Bengal
TXN10506,INV20057,120465,2023-09-20,Lumpsum,126388,2374.3754,Approved,Telangana
TXN10507,INV20089,118632,2023-12-24,SIP,121604,1544.4465,Approved,Maharashtra
TXN10508,INV20173,119598,2025-02-16,Redemption,226926,2448.7299,Approved,Tamil Nadu
TXN10509,INV20069,118632,2026-06-09,Redemption,112134,1159.7881,Pending,Gujarat
TXN10510,INV20219,118632,2024-07-26,SIP,151966,1545.7664,Pending,Uttar Pradesh
TXN10511,INV20206,119598,2026-11-02,Redemption,210725,2020.0214,Approved,Haryana
TXN10512,INV20207,119018,2023-12-28,Redemption,235165,223.6006,Pending,Haryana
TXN10513,INV20077,120586,2026-02-25,Redemption,43819,350.3558,Approved,Haryana
TXN10514,INV20215,120152,2023-07-17,Redemption,95452,202.0084,Approved,Gujarat
TXN10515,INV20006,118632,2023-09-06,Lumpsum,171358,2378.4527,Approved,Uttar Pradesh
TXN10516,INV20091,120586,2025-11-11,Redemption,100895,805.356,Pending,Karnataka
TXN10517,INV20223,119598,2024-11-21,Redemption,19702,206.1096,Pending,Tamil Nadu
TXN10518,INV20081,120586,2024-08-19,Redemption,117627,1008.2026,Pending,Punjab
TXN10519,INV20134,118632,2025-04-27,SIP,33778,355.9911,Approved,Delhi
TXN10520,INV20054,119598,2025-03-24,SIP,231343,2405.5105,Approved,Maharashtra
TXN10521,INV20198,118632,2025-12-09,SIP,41704,399.9866,Pending,Uttar Pradesh
TXN10522,INV20059,119598,2024-04-08,SIP,220812,2476.0371,Approved,Gujarat
TXN10523,INV20221,120586,2025-02-09,Lumpsum,144797,1286.1698,Approved,Punjab
TXN10524,INV20153,118632,2026-01-03,Lumpsum,140928,1327.9159,Pending,Haryana
TXN10525,INV20139,119598,2023-03-07,Lumpsum,69106,1009.5674,Approved,Maharashtra
TXN10526,INV20134,119598,2024-12-05,Redemption,181294,1802.5322,Pending,Uttar Pradesh
TXN10527,INV20003,118632,2024-08-22,SIP,50432,514.7499,Pending,West Bengal
TXN10528,INV20064,119598,2025-09-03,Lumpsum,111687,1095.9989,Approved,Uttar Pradesh
TXN10529,INV20167,120152,2025-12-25,Redemption,18947,27.5396,Approved,Delhi
TXN10530,INV20164,118632,2025-07-16,Redemption,6084,59.8683,Approved,Karnataka
TXN10531,INV20249,119018,2024-07-31,SIP,191606,153.8184,Pending,Karnataka
TXN10532,INV20004,118632,2024-03-20,Redemption,210574,2526.2675,Pending,Haryana
TXN10533,INV20179,119018,2024-11-07,SIP,204332,169.5759,Pending,Karnataka
TXN10534,INV20050,120586,2025-02-20,SIP,188349,1716.6332,Pending,Tamil Nadu
TXN10535,INV20189,119018,2024-12-02,SIP,55643,46.0825,Approved,Gujarat
TXN10536,INV20041,120152,2023-03-28,Lumpsum,79332,195.3124,Approved,Tamil Nadu
TXN10538,INV20203,119598,2023-01-19,Redemption,41630,598.0841,Pending,Tamil Nadu
TXN10539,INV20041,118632,2023-07-07,SIP,169971,2492.1411,Pending,Karnataka
TXN10540,INV20125,119598,2024-10-10,Redemption,6597,64.7371,Pending,Karnataka
TXN10541,INV20065,119018,2025-09-20,Lumpsum,183724,146.9088,Approved,Telangana
TXN10542,INV20090,120586,2025-08-17,Lumpsum,140234,1165.3149,Approved,Uttar Pradesh
TXN10543,INV20139,120586,2025-07-18,Lumpsum,49636,411.3367,Pending,Punjab
TXN10544,INV20062,120586,2023-10-05,Lumpsum,131429,1538.6209,Approved,Punjab
TXN10545,INV20073,120586,2025-04-19,SIP,173724,1518.0357,Approved,Karnataka
TXN10546,INV20224,119018,2024-02-18,Redemption,9340,8.6103,Pending,Haryana
TXN10547,INV20135,120465,2026-04-23,SIP,159847,2375.8472,Approved,Tamil Nadu
TXN10548,INV20168,118632,2023-06-13,SIP,195898,2966.0932,Pending,Gujarat
TXN10549,INV20204,120152,2023-04-30,Lumpsum,19451,45.1905,Pending,Tamil Nadu
TXN10550,INV20246,120465,2023-07-18,Lumpsum,50665,957.5695,Pending,Punjab
TXN10551,INV20161,119598,2026-02-17,SIP,152142,1429.2142,Pending,West Bengal
TXN10552,INV20227,119018,2023-12-08,Lumpsum,89476,88.5315,Pending,Gujarat
TXN10553,INV20232,120586,2026-01-31,Redemption,167000,1355.9597,Pending,Punjab
TXN10554,INV20062,120465,2026-01-22,Redemption,243783,3503.1326,Pending,Haryana
TXN10555,INV20115,118632,2023-01-01,Lumpsum,136688,2270.3159,Approved,Maharashtra
TXN10556,INV20077,119598,2024-03-15,SIP,248292,2917.6327,Approved,Telangana
TXN10558,INV20228,120465,2024-05-26,Lumpsum,25092,393.4149,Pending,Delhi
TXN10559,INV20186,120586,2025-09-15,Redemption,181773,1487.8694,Pending,Punjab
TXN10560,INV20165,120586,2023-03-18,SIP,242663,3359.1224,Pending,West Bengal
TXN10561,INV20107,119018,2024-04-09,Redemption,138463,123.7649,Approved,Gujarat
TXN10562,INV20129,120152,2024-03-28,SIP,103991,186.7517,Pending,Tamil Nadu
TXN10563,INV20111,120586,2025-03-18,SIP,125742,1152.1165,Approved,Telangana
TXN10564,INV20103,120586,2023-06-24,Lumpsum,183942,2328.6745,Approved,Haryana
TXN10565,INV20144,119598,2025-09-26,Lumpsum,193850,1914.0783,Pending,Delhi
TXN10566,INV20069,118632,2024-10-24,SIP,112028,1159.829,Pending,Gujarat
TXN10567,INV20089,120465,2023-02-19,SIP,162538,3356.1429,Pending,Punjab
TXN10568,INV20038,118632,2023-04-02,Lumpsum,41892,709.369,Pending,Delhi
TXN10570,INV20116,118632,2023-02-16,Lumpsum,56541,932.9474,Approved,Telangana
TXN10571,INV20124,120465,2023-10-17,Redemption,174939,3266.2248,Approved,Karnataka
TXN10572,INV20016,120586,2024-02-16,SIP,248772,2435.5982,Pending,Uttar Pradesh
TXN10573,INV20170,120152,2025-01-07,SIP,232578,372.4382,Pending,West Bengal
TXN10574,INV20131,120152,2023-07-23,Redemption,140345,296.7702,Pending,Telangana
TXN10575,INV20248,118632,2026-02-22,SIP,139783,1341.0358,Pending,West Bengal
TXN10576,INV20191,119598,2023-02-07,Redemption,80253,1168.3955,Approved,Maharashtra
TXN10577,INV20161,120586,2025-03-03,Lumpsum,60135,569.4602,Pending,Karnataka
TXN10578,INV20023,120152,2025-02-21,Redemption,41042,69.8609,Approved,Punjab
TXN10579,INV20085,118632,2026-01-15,Lumpsum,153313,1483.8987,Pending,Karnataka
TXN10580,INV20080,120152,2025-12-08,Redemption,202863,297.7347,Approved,Gujarat
TXN10581,INV20018,120465,2025-12-27,SIP,231591,3238.582,Approved,Gujarat
TXN10582,INV20226,118632,2025-04-22,Redemption,216403,2263.1468,Approved,Karnataka
TXN10584,INV20060,119598,2023-02-23,SIP,125938,1844.8562,Pending,Gujarat
TXN10585,INV20048,118632,2025-03-10,SIP,60316,680.8605,Approved,Uttar Pradesh
TXN10586,INV20244,118632,2024-03-31,Lumpsum,244034,2829.9572,Pending,Punjab
TXN10587,INV20126,120152,2024-10-27,Lumpsum,204480,325.3875,Pending,Gujarat
TXN10588,INV20101,120465,2026-03-17,Lumpsum,120773,1838.5295,Approved,Tamil Nadu
TXN10589,INV20133,120465,2025-03-21,Lumpsum,201582,3079.4684,Approved,Tamil Nadu
TXN10590,INV20075,118632,2025-03-26,Lumpsum,111745,1206.0071,Approved,Telangana
TXN10591,INV20232,119598,2025-07-08,SIP,30667,293.2581,Approved,West Bengal
TXN10592,INV20106,120586,2025-07-12,SIP,236042,1946.5776,Pending,Haryana
TXN10593,INV20024,120586,2024-10-25,SIP,186133,1605.9793,Pending,Delhi
TXN10594,INV20135,120152,2025-02-25,Redemption,12509,21.5393,Pending,Punjab
TXN10595,INV20224,120152,2023-11-04,SIP,187658,398.5355,Approved,Uttar Pradesh
TXN10596,INV20187,118632,2024-08-14,SIP,54176,568.0118,Approved,Maharashtra
TXN10597,INV20118,118632,2025-10-18,Redemption,155366,1487.2214,Pending,West Bengal
TXN10598,INV20114,119018,2026-05-16,Lumpsum,73905,62.8738,Pending,Maharashtra
TXN10599,INV20048,119598,2023-04-23,SIP,9501,137.8589,Approved,Gujarat
TXN10600,INV20236,119018,2023-04-11,Redemption,43293,53.8544,Approved,Haryana
TXN10601,INV20192,120465,2025-01-07,SIP,85625,1284.1182,Pending,Delhi
TXN10602,INV20195,118632,2026-02-01,Lumpsum,32987,322.657,Approved,Gujarat
TXN10603,INV20135,118632,2025-12-10,Lumpsum,29652,285.077,Pending,Haryana
TXN10604,INV20186,120152,2026-05-23,Redemption,83965,132.1035,Pending,Karnataka
TXN10605,INV20158,120465,2025-10-13,Redemption,232647,3299.4894,Approved,Tamil Nadu
TXN10606,INV20001,119018,2023-02-19,SIP,55350,68.8507,Pending,West Bengal
TXN10607,INV20012,120586,2024-12-17,SIP,181883,1555.7523,Pending,Uttar Pradesh
TXN10608,INV20077,120465,2026-01-31,SIP,88368,1269.1081,Approved,Karnataka
TXN10609,INV20050,120586,2024-11-23,Redemption,170253,1484.8509,Approved,Haryana
TXN10610,INV20229,120465,2024-11-17,Redemption,15685,240.1991,Approved,Punjab
TXN10611,INV20186,120152,2024-10-08,Lumpsum,87958,135.1161,Pending,Delhi
TXN10612,INV20249,119598,2024-07-28,Redemption,165236,1654.4529,Approved,Punjab
TXN10613,INV20156,118632,2024-01-19,Lumpsum,83444,1029.5106,Approved,West Bengal
TXN10614,INV20023,118632,2024-05-01,Redemption,80332,901.6686,Approved,Karnataka
TXN10615,INV20029,120586,2023-03-18,SIP,7536,104.3189,Approved,Tamil Nadu
TXN10616,INV20088,118632,2025-12-08,Redemption,229536,2199.2084,Approved,Tamil Nadu
TXN10617,INV20186,119018,2025-07-29,Lumpsum,82521,67.2111,Pending,Gujarat
TXN10618,INV20120,119018,2023-07-31,SIP,82826,90.5955,Pending,Gujarat
TXN10619,INV20052,119598,2024-08-09,Lumpsum,116635,1194.6085,Approved,Karnataka
TXN10620,INV20041,120586,2023-08-23,Lumpsum,55153,656.2708,Pending,Uttar Pradesh
TXN10621,INV20037,120152,2024-08-03,SIP,161763,252.0179,Pending,Maharashtra
TXN10622,INV20034,119018,2025-08-22,SIP,23575,19.1632,Approved,Punjab
TXN10623,INV20229,120465,2025-07-02,Lumpsum,52943,750.2196,Pending,Haryana
TXN10624,INV20146,119598,2023-10-07,SIP,180431,2297.6411,Pending,Haryana
TXN10625,INV20060,119598,2023-10-22,Redemption,184399,2365.3543,Pending,Gujarat
TXN10626,INV20117,118632,2023-03-03,Redemption,126475,2121.5939,Approved,Uttar Pradesh
TXN10627,INV20197,120586,2026-05-22,Lumpsum,215316,1838.7361,Pending,Gujarat
TXN10628,INV20143,120152,2023-05-26,Lumpsum,155805,352.0365,Pending,Telangana
TXN10629,INV20041,118632,2025-02-25,Redemption,182943,2061.0857,Pending,Punjab
TXN10630,INV20202,120586,2026-01-20,SIP,21419,174.5071,Pending,Delhi
TXN10631,INV20152,120465,2025-08-06,Lumpsum,117710,1716.8903,Pending,Delhi
TXN10632,INV20154,119018,2026-06-05,Redemption,174058,149.43,Pending,Karnataka
TXN10633,INV20228,120465,2023-01-01,SIP,77415,1577.0014,Pending,Tamil Nadu
TXN10634,INV20053,120152,2024-10-10,Lumpsum,246544,377.862,Pending,Delhi
TXN10635,INV20150,119018,2026-06-06,SIP,17360,14.9037,Approved,Maharashtra
TXN10636,INV20181,120465,2025-01-05,Lumpsum,62667,925.9309,Pending,Gujarat
TXN10637,INV20183,118632,2025-11-04,Redemption,174667,1674.7239,Approved,Tamil Nadu
TXN10638,INV20143,118632,2025-07-01,SIP,229782,2246.7338,Approved,Maharashtra
TXN10639,INV20019,120152,2023-02-02,Redemption,36592,86.4912,Pending,Haryana
TXN10640,INV20229,120152,2026-05-22,SIP,112181,176.4962,Pending,West Bengal
TXN10641,INV20091,119598,2024-01-16,SIP,222984,2590.891,Approved,West Bengal
