date,scheme_code,scheme_name,scheme_category,fund_house,nav
2013-01-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,232.733
2013-01-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,232.816
2013-01-29,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,231.285
2013-01-30,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,230.861
2013-01-31,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,231.208
2013-02-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,230.308
2013-02-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,230.308
2013-02-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,230.308
2013-02-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,228.696
2013-02-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,227.359
2013-02-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,227.416
2013-02-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,225.917
2013-02-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.277
2013-02-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.277
2013-02-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.277
2013-02-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.331
2013-02-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,225.168
2013-02-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.512
2013-02-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.494
2013-02-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.501
2013-02-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.501
2013-02-17,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.501
2013-02-18,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.002
2013-02-19,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.648
2013-02-20,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.952
2013-02-21,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.112
2013-02-22,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.166
2013-02-23,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.166
2013-02-24,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.166
2013-02-25,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.699
2013-02-26,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,216.441
2013-02-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.387
2013-02-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.897
2013-03-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.515
2013-03-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.515
2013-03-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.515
2013-03-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,213.627
2013-03-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,217.337
2013-03-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.375
2013-03-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.573
2013-03-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.112
2013-03-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.112
2013-03-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.112
2013-03-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.912
2013-03-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.68
2013-03-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.502
2013-03-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.417
2013-03-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.958
2013-03-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.958
2013-03-17,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.958
2013-03-18,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.403
2013-03-19,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.581
2013-03-20,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.168
2013-03-21,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,209.461
2013-03-22,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.857
2013-03-23,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.857
2013-03-24,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.857
2013-03-25,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.915
2013-03-26,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.964
2013-03-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.964
2013-03-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.782
2013-03-29,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.782
2013-03-30,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.782
2013-03-31,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.782
2013-04-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.858
2013-04-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.527
2013-04-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.482
2013-04-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.241
2013-04-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.084
2013-04-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.084
2013-04-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.084
2013-04-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.429
2013-04-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,205.514
2013-04-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.954
2013-04-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,209.727
2013-04-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.894
2013-04-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.894
2013-04-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.894
2013-04-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,209.665
2013-04-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,213.516
2013-04-17,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.211
2013-04-18,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,217.525
2013-04-19,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,217.525
2013-04-20,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,217.525
2013-04-21,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,217.525
2013-04-22,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.694
2013-04-23,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.895
2013-04-24,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.895
2013-04-25,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.123
2013-04-26,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.101
2013-04-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.101
2013-04-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.101
2013-04-29,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.449
2013-04-30,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.578
2013-05-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.578
2013-05-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.913
2013-05-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.23
2013-05-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.23
2013-05-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.23
2013-05-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.419
2013-05-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.691
2013-05-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,225.152
2013-05-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.983
2013-05-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,226.708
2013-05-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,226.708
2013-05-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,226.708
2013-05-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,222.743
2013-05-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,223.796
2013-05-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,229.403
2013-05-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,230.73
2013-05-17,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,232.016
2013-05-18,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,232.016
2013-05-19,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,232.016
2013-05-20,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,230.494
2013-05-21,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,228.64
2013-05-22,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,227.056
2013-05-23,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.782
2013-05-24,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.922
2013-05-25,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.922
2013-05-26,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,221.922
2013-05-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.219
2013-05-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,225.396
2013-05-29,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.316
2013-05-30,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,224.584
2013-05-31,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.397
2013-06-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.397
2013-06-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.397
2013-06-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.201
2013-06-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.839
2013-06-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,219.867
2013-06-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,220.179
2013-06-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.51
2013-06-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.51
2013-06-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,218.51
2013-06-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,217.257
2013-06-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,213.714
2013-06-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.595
2013-06-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,209.834
2013-06-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.288
2013-06-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.288
2013-06-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.288
2013-06-17,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,215.619
2013-06-18,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.419
2013-06-19,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.66
2013-06-20,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.386
2013-06-21,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.927
2013-06-22,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.927
2013-06-23,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,207.927
2013-06-24,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,204.178
2013-06-25,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,203.86
2013-06-26,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,203.469
2013-06-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,205.891
2013-06-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.331
2013-06-29,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.331
2013-06-30,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.331
2013-07-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.49
2013-07-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,213.221
2013-07-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.7
2013-07-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.781
2013-07-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.202
2013-07-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.202
2013-07-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,211.202
2013-07-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,209.082
2013-07-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.713
2013-07-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,209.111
2013-07-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.603
2013-07-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,215.065
2013-07-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,215.065
2013-07-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,215.065
2013-07-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,216.048
2013-07-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.187
2013-07-17,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.818
2013-07-18,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,213.315
2013-07-19,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.748
2013-07-20,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.748
2013-07-21,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.748
2013-07-22,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,212.513
2013-07-23,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,214.114
2013-07-24,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,210.572
2013-07-25,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,208.49
2013-07-26,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,206.389
2013-07-27,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,206.389
2013-07-28,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,206.389
2013-07-29,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,204.621
2013-07-30,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,200.763
2013-07-31,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,201.277
2013-08-01,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,199.631
2013-08-02,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,197.032
2013-08-03,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,197.032
2013-08-04,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,197.032
2013-08-05,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,197.683
2013-08-06,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,192.898
2013-08-07,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,193.942
2013-08-08,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,195.376
2013-08-09,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,195.376
2013-08-10,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,195.376
2013-08-11,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,195.376
2013-08-12,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,197.306
2013-08-13,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,200.561
2013-08-14,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,202.662
2013-08-15,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,202.662
2013-08-16,119018,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme - Large Cap Fund,HDFC Mutual Fund,194.356
